"","V1","V2","V3","V4"
"1",10.0857322770562,0.766760257541695,1.5936755822465,2.4508063260869
"2",10.0031166328136,0.829092768959202,1.64714138322843,2.68619052582526
"3",9.43950437265537,0.916331689665208,1.61190139784603,2.74666775032606
"4",7.50136821280253,0.750659832297117,1.18786472719135,1.94465612202357
"5",7.7985129456515,0.825511237726645,1.26924807219343,2.19993689489686
"6",7.66478811891558,0.956051566837882,1.29325492680719,2.31181384744468
"7",6.22649466893049,0.771593513490694,1.12631836316513,1.68533061073512
"8",6.15274718281053,0.771595199856649,1.07783321982585,1.68098216428135
"9",6.18247379767425,0.899177718825263,1.06675471861748,1.76443869797739
"10",6.37054343724534,0.790800756305009,1.09615601954607,1.66099268989986
"11",6.71809899135167,0.760970924332581,1.1745731578581,1.76623122597096
"12",6.90365393582793,0.883809824118555,1.23459001028227,1.93022622748648
"13",7.01544583749828,0.867693488632272,1.25439009184963,2.02169707538914
"14",6.80533097251392,0.756170541746832,1.18763908226405,1.82630231060349
"15",6.41518262116516,0.799044343519917,1.10170023852316,1.67471941579012
"16",8.97500536866197,0.862004620239418,1.64169343060046,2.48757948105031
"17",9.09802580703765,0.779176025421167,1.62110781525626,2.30846724679754
"18",8.57148550332358,0.749736285706416,1.4756305894482,2.02310422965711
"19",7.68059749795525,0.925353050169066,1.29429319401083,2.38733507874996
"20",7.74610619569834,0.807407970314036,1.26315065990195,2.25777393984444
"21",7.41380917677772,0.750059271017584,1.18241345040476,1.98893725492633
"22",9.41691215763656,0.898172412537731,1.60507117919036,2.82851115476636
"23",9.86228530649277,0.817583359498284,1.62411946134998,2.74655108957681
"24",9.81964225469899,0.761996968290699,1.55938299917515,2.4893113360007
"25",10.5159613965075,0.865521777422162,1.82068681019449,3.01447129849039
"26",11.0596990768447,0.811249588970422,1.86124172961834,2.93873074813323
"27",11.2313213381611,0.773549522594176,1.82751887444201,2.73609960624814
"28",9.61719262560191,0.450750709066356,1.36668642361165,2.13144896567671
"29",9.59033144719139,0.537373635731613,1.44994981048906,2.36656925709617
"30",9.04337300468027,0.646306020144933,1.43172074654172,2.43885334720315
"31",6.97287720279893,0.431113526895396,0.95009220604514,1.60160517493699
"32",7.36073147189525,0.508692645743075,1.05725438090894,1.8683515661085
"33",7.24429358465207,0.658609255004775,1.09586019939046,2.0026715800435
"34",5.5973413126061,0.475261295763108,0.860974832404271,1.35944992928049
"35",5.52009329835658,0.443028529521507,0.807760067251852,1.33831633075591
"36",5.56337228153428,0.575946268438487,0.805412730233688,1.42914469813666
"37",5.74498214095075,0.474080104975034,0.827239500385508,1.33390208271187
"38",6.10942005026939,0.443554323365042,0.915977399003826,1.42910794670286
"39",6.31917004822201,0.578356737694251,0.996182902735859,1.59156208969845
"40",6.41297618321013,0.578552160144514,0.99590618060538,1.71545243363155
"41",6.20280911426892,0.443568523163646,0.915948066900824,1.51749215363468
"42",5.80012602398759,0.474009840628851,0.827526219215402,1.35331115014925
"43",8.45819995056191,0.59707316908968,1.39725420666274,2.23048203591593
"44",8.65628115499774,0.483149330180373,1.36348440110888,2.07097893996002
"45",8.18937573229384,0.430582644934124,1.2093534726188,1.78435318650642
"46",7.15173919644874,0.631814663309683,1.06152173975807,2.07612275907295
"47",7.19219387483257,0.497071965252848,1.01678372017863,1.93255558480648
"48",6.82711544713938,0.431176387642266,0.924248191038249,1.65863019073917
"49",8.92375658571834,0.632291814704619,1.38330557356189,2.54441475764545
"50",9.3643928264222,0.528800507316437,1.38568260197813,2.46339536948685
"51",9.32900626635789,0.44901357267206,1.30408494445777,2.21040535128566
"52",10.0418890841888,0.614973773952984,1.6059110730269,2.76104899491019
"53",10.6088259805541,0.537869007157459,1.63125965737908,2.69673852341996
"54",10.8325419084535,0.469968504936442,1.58041203426545,2.50223855271743
"55",1.87430533320158,0.173782637177102,0.265761625827299,0.327406683361612
"56",1.75687430583155,0.254965600383452,0.33779219589972,0.495979369254567
"57",1.47932607600395,0.434792517742364,0.360986464614428,0.624279249079613
"58",1.1791718661764,0.190660141684937,0.160316830411922,0.245221530874894
"59",1.18336014004943,0.22079790448424,0.199517576476562,0.377140714457149
"60",1.07874292630134,0.413497305912226,0.234484815889679,0.519015965562655
"61",0.807387896364435,0.232406573297042,0.177283109781179,0.222669516911532
"62",0.813556886786839,0.185543132969262,0.152049678774531,0.259416087515568
"63",0.812801111401552,0.349170649952026,0.15521815990334,0.375365612166578
"64",0.98291109791394,0.24969213164597,0.163432554036962,0.235229756247105
