"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27"
"1",0.200325225618525,0.225679154995469,0.222374234547242,0.312126805097823,0.321004980327015,0.235699206852566,0.333309522359804,0.355309136944575,0.262798741643608,0.0990684252938091,0.0992561815132923,0.16279584398411,0.294763988086186,0.249229819449866,0.119713995783086,0.377849595450263,0.377265002360766,0.24246523102533,0.200325225618525,0.225679154995469,0.222374234547242,0.312126805097823,0.321004980327015,0.235699206852566,0.333309522359804,0.355309136944575,0.262798741643608
"2",0.0412710846921663,0.0456116621244777,0.0383590857232072,0.0755785578106343,0.0747315083447486,0.0508853264517138,0.0926621477099113,0.0927781056289745,0.0612572325200619,0.0173081613789339,0.0128511537045108,0.0132181957413955,0.0694825363340298,0.0545187163034086,0.0229604029209112,0.102205627950377,0.0960160221412809,0.0547416637758864,0.0412710846921663,0.0456116621244777,0.0383590857232072,0.0755785578106343,0.0747315083447486,0.0508853264517138,0.0926621477099113,0.0927781056289745,0.0612572325200619
"3",0.000832216571728706,0.000906245457656354,0.000758416582653818,0.00130927730488058,0.00132466095743131,0.000945661330372016,0.00146898299294985,0.00148448812630058,0.001042192103273,0.000332105161701569,0.00028091833599707,0.000232032209696069,0.00121462113781281,0.000962929236187111,0.000325431443718901,0.00155629751438693,0.00136157676940918,0.000718880528412844,0.000816204837879335,0.000868574771561234,0.000729287222829549,0.00120335439849473,0.00104970023185648,0.000665558460123245,0.00130882282388899,0.00105712895398152,0.000323147790497644
"4",0.000490533805579549,0.00049767257238966,0.000494778226596632,0.000510825853984486,0.000513176843597837,0.000499500396008267,0.000513822825465413,0.000515955816106845,0.000500826384821138,8.77802395564559e-06,8.77954672772228e-06,5.16333914068142e-06,0.000512241702886607,0.000506300972044655,8.78640039184063e-06,0.000520096376864943,0.000516121386644187,0.000490349654774945,8.77618965358523e-06,0.000489036685139632,0.000492054818123072,0.00050425834931831,0.00050248891857179,0.00049168055187462,0.000509944281164861,0.000504474845616313,6.06150684403986e-06
"5",0.000195134529051669,0.000183783983785967,3.17751836039436e-08,0.000363594756676068,0.000342761024330515,0.000207033315686509,0.00041288821717187,0.000401048323301879,0.000265634554881944,1.82721604393918e-08,2.65826789002314e-08,2.23342298952118e-07,0.000399500603104648,0.000361099882860304,1.11949140437361e-08,0.000455161971146689,0.000412951305880447,0.000220844011941221,3.14446090229192e-08,0.000174864196336654,0.000184566245296741,0.000334104615671603,0.000277502960894696,0.00019698993940104,0.000373924499484651,0.000338652781909142,7.6462780826821e-08
"6",8.92718514295464e-05,8.86704784641024e-05,3.67401391562755e-08,9.16102040524306e-05,9.19811133026257e-05,8.8670478428652e-05,9.11217675876226e-05,9.16102040458588e-05,8.92718514225059e-05,1.68868039001894e-09,6.66211111184016e-09,3.92890930291197e-07,9.11133385398521e-05,9.03196936888155e-05,7.60990278008132e-09,9.19599115847605e-05,9.1113338529633e-05,3.40056252344194e-09,7.19956491499669e-08,8.86623784302635e-05,8.92513408850234e-05,9.03025394346031e-05,9.17075405898876e-05,8.86623783375044e-05,9.10825586889688e-05,9.03025394663586e-05,2.07452832346091e-07
"7",6.64659633077798e-05,6.61185633596249e-05,1.50687029713345e-07,6.76484208246784e-05,6.79234592431514e-05,6.60962382035929e-05,6.73213364345355e-05,6.76484304977992e-05,6.6465973809545e-05,3.06995816146003e-09,7.05872680427322e-09,8.23406767678937e-07,6.73203269728711e-05,6.69188660752541e-05,1.67672328313638e-08,6.77361879167692e-05,6.73203270028016e-05,1.30862097873163e-07,4.17661059779172e-07,6.60354452391422e-05,6.56805160789386e-05,6.69161494710207e-05,6.716054400641e-05,7.59872586808689e-09,6.73174064958804e-05,6.69176736036129e-05,3.17313756531248e-07
"8",4.73477532199783e-05,4.71489072325093e-05,3.78174600191548e-07,4.80735919159392e-05,4.82072515414532e-05,4.71342133940109e-05,4.79035569556545e-05,4.8073748269408e-05,4.73478182872613e-05,3.1635345122613e-09,1.49844834322439e-08,1.04430878683657e-06,4.78218219358503e-05,4.72111666688326e-05,2.70919124241049e-08,4.81395021550044e-05,4.78215818505495e-05,1.12504321900965e-07,2.06233484347579e-07,4.67513947055025e-05,4.68738380564537e-05,4.71565428644388e-05,3.42012739392692e-09,8.97654990467031e-08,4.7803054071681e-05,4.71523214383289e-05,6.26751188416228e-07
"9",0.000176649958998083,0.000151599528252629,1.40539567344725e-05,0.000346115918326187,0.000297669182686579,0.000147901634555738,0.000392146830776811,0.000337343197004457,0.000165129272728791,3.10969323395586e-05,1.91534228972622e-05,1.27543315998753e-05,0.000290419137089299,0.000200125380433024,2.55952826987826e-05,0.000368008152024729,0.000281568879581226,1.52621054341918e-05,1.34462538291714e-05,0.000117226664558382,0.000114545062505437,0.000178929307718975,2.14467231237768e-05,1.63863249190936e-05,0.000251476055937413,0.000171147810286563,1.3036764577378e-05
"10",0.000155776938079488,0.000103731983757939,1.35279958750413e-05,0.000254358782319425,4.15535399561803e-05,0.000111630547833268,0.000412024323616227,0.000238917831471012,0.000143781390519337,3.52078220096082e-05,1.71090077295792e-05,1.25588433635422e-05,0.000307480649406683,0.000111798425339263,2.73968144159106e-05,0.000503382183122667,0.000292502989154623,1.44606564001228e-05,1.30652793895173e-05,9.45971779276014e-05,8.24904422820835e-05,0.000210151237839772,1.91890478808963e-05,1.55017479258025e-05,0.000368642703192188,0.000192652433633845,1.27705065844089e-05
