17.498,17.986
17.633,17.999
17.823,18.005
17.63,17.94
17.763,17.986
17.951,18.004
17.816,17.986
17.947,17.999
18.132,18.005
17.626,17.226
17.759,17.782
17.947,17.999
17.755,15.161
17.886,17.226
18.071,17.986
17.937,17.226
18.066,17.782
18.249,17.999
17.807,15.161
17.937,17.226
18.122,17.986
17.933,0.1425
18.061,15.161
18.243,17.94
18.111,15.161
18.237,17.226
18.417,17.986
16.705,0.62231
16.837,0.47434
17.025,0.62816
16.833,0.42524
16.962,0.13584
17.145,0.43376
17.016,0.62231
17.14,0.47434
17.319,0.62816
16.833,0.51187
16.961,0.51187
17.145,0.77045
16.957,0.23557
17.082,0.23557
17.261,0.62231
17.135,0.51187
17.256,0.51187
17.431,0.77045
17.015,0.47434
17.139,0.62231
17.318,0.93853
17.134,0.13584
17.255,0.42524
17.43,0.82139
17.307,0.47434
17.424,0.62231
17.595,0.93853
0.00012555,2.2647
0.00022395,2.0758
0.00036896,2.1464
0.00027817,2.0815
0.0001606,1.8739
0.0001606,1.9519
0.00053934,2.2647
0.00039157,2.0758
0.00025952,2.1464
0.00020906,2.1391
0.00034174,2.0363
0.00049138,2.1989
0.00017956,1.9438
0.00013908,1.8299
0.0002409,2.0096
0.00041554,2.1391
0.00027166,2.0363
0.00016282,2.1989
0.00033217,2.2377
0.00047128,2.2295
0.00062086,2.4594
0.0001606,2.0521
0.00022713,2.0431
0.00035912,2.2922
0.00030519,2.2377
0.00018154,2.2295
0.00015608,2.4594
0.007174,1.6115
0.0098884,1.6113
0.015386,1.6113
0.013179,0.025625
0.0090031,0.004702
0.0090033,0.00010582
0.023022,1.6115
0.017276,1.6113
0.012631,1.6113
0.0086385,1.6114
0.012932,1.6113
0.018775,1.6114
0.010208,0.019324
0.0076092,0.015573
0.010208,0.020269
0.019182,1.6114
0.013516,1.6113
0.0094902,1.6114
0.012004,1.6113
0.016823,1.6113
0.022685,1.6115
0.0090033,0.00010582
0.0090032,0.00010582
0.013179,0.025868
0.015879,1.6113
0.01064,1.6113
0.0081797,1.6115
2.1146,0.00016954
2.2439,0.25732
2.5404,0.38846
2.2926,0.19475
2.2704,0.00021487
2.4309,0.00016645
2.7039,0.45578
2.5585,0.35037
2.5761,0.4549
2.2216,0.22835
2.3184,0.32983
2.5827,0.40677
2.2775,0.15432
2.2277,0.1196
2.3651,0.15432
2.5904,0.42918
2.4127,0.4064
2.4058,0.54376
2.4717,0.38846
2.5349,0.42304
2.7563,0.47583
2.4143,0.00011553
2.3411,0.0001867
2.4471,0.19476
2.6114,0.4549
2.4097,0.48458
2.3769,0.65541
2.4705,0.16946
2.6139,0.28672
2.8987,0.00019484
2.5676,0.00019484
2.6146,0.49964
2.8142,0.26863
2.8442,0.00019484
