0.71357,0.20088
0.78492,0.10835
0.85628,0.017006
0.85628,1.2799
0.92763,0.69039
0.99899,0.10835
0.99899,2.3728
1.0703,1.2799
1.1417,0.20088
0.85628,1.2799
0.92763,0.69039
0.99899,0.10835
0.99899,8.155
1.0703,4.3989
1.1417,0.69039
1.1417,15.118
1.2131,8.155
1.2844,1.2799
0.99899,2.3728
1.0703,1.2799
1.1417,0.20088
1.1417,15.118
1.2131,8.155
1.2844,1.2799
1.2844,28.028
1.3558,15.118
1.4271,2.3728
1.5916,12.876
1.77,12.498
1.9483,11.429
1.8843,17.843
2.0627,17.319
2.241,15.838
2.177,21.824
2.3554,21.183
2.5338,19.372
1.9163,16.018
2.0947,15.548
2.273,14.218
2.209,21.393
2.3874,20.765
2.5658,18.989
2.5018,25.585
2.6801,24.834
2.8585,22.71
2.241,18.383
2.4194,17.843
2.5977,16.317
2.5338,23.865
2.7121,23.164
2.8905,21.183
2.8265,28.028
3.0048,27.205
3.1832,24.879
2.6414,13.262
3.006,14.637
3.3705,15.642
3.1057,18.168
3.4703,19.541
3.8349,20.42
3.5701,22.614
3.9347,23.951
4.2993,24.682
3.1331,16.008
3.4977,17.41
3.8623,18.371
3.5975,21.081
3.9621,22.481
4.3266,23.313
4.0618,25.622
4.4264,26.985
4.791,27.666
3.6248,18.406
3.9894,19.798
4.354,20.689
4.0892,23.518
4.4538,24.908
4.8184,25.669
4.5536,28.035
4.9182,29.389
5.2827,30
4.0538,9.9106
4.6145,11.387
5.1753,12.542
4.7818,13.035
5.3426,14.538
5.9034,15.632
5.5099,15.876
6.0707,17.363
6.6315,18.361
4.7917,16.027
5.3525,17.487
5.9133,18.455
5.5198,19.379
6.0806,20.866
6.6414,21.766
6.2479,22.267
6.8087,23.738
7.3695,24.541
5.5297,21.689
6.0905,23.092
6.6513,23.844
6.2578,25.173
6.8186,26.603
7.3794,27.283
6.9859,28.028
7.5467,29.442
8.1075,30.028
13.518,10.028
15.19,11.029
16.862,12.029
15.969,13.03
17.641,14.031
19.313,15.031
18.42,16.036
20.092,17.037
21.764,18.036
16.154,16.047
17.826,17.048
19.498,18.048
18.605,19.045
20.277,20.046
21.949,21.045
21.056,22.046
22.728,23.047
24.4,24.046
18.791,22.056
20.462,23.057
22.134,24.055
21.242,25.05
22.913,26.05
24.585,27.049
23.692,28.046
25.364,29.047
27.036,30.045
12.783,10.013
14.089,11.003
15.395,11.992
15.184,13.027
16.489,14.018
17.795,15.009
17.584,16.05
18.889,17.042
20.195,18.034
15.469,16.017
16.775,17.01
18.081,18.002
17.87,19.023
19.175,20.017
20.481,21.01
20.27,22.037
21.575,23.032
22.881,24.027
18.155,22.003
19.461,22.999
20.766,23.994
20.555,25.001
21.861,25.998
23.167,26.994
22.956,28.006
24.261,29.004
25.567,30.002
13.142,10.025
14.363,11.026
15.584,12.026
15.601,13.037
16.822,14.038
18.043,15.039
18.059,16.047
19.28,17.048
20.501,18.049
16.032,16.006
17.253,17.005
18.474,18.004
18.491,19.019
19.712,20.019
20.933,21.018
20.95,22.031
22.171,23.031
23.392,24.031
18.923,21.99
20.144,22.988
21.365,23.986
21.382,25.005
22.603,26.004
23.824,27.002
23.841,28.019
25.062,29.017
26.283,30.016
13.281,10.023
14.375,11.062
15.468,12.1
15.753,13.021
16.846,14.033
17.939,15.044
18.224,16.041
19.317,17.026
20.41,18.011
16.358,16.003
17.451,17.04
18.544,18.076
18.829,19.008
19.922,20.019
21.015,21.028
21.3,22.036
22.393,23.02
23.486,24.002
19.434,21.996
20.528,23.032
21.621,24.066
21.906,25.01
22.999,26.019
24.092,27.026
24.377,28.045
25.47,29.027
26.563,30.008
13.202,10.043
14.1,11.044
14.997,12.045
15.544,13.029
16.441,14.033
17.338,15.037
17.885,16.021
18.783,17.028
19.68,18.035
16.565,16.031
17.462,17.033
18.359,18.034
18.906,19.02
19.803,20.024
20.701,21.028
21.248,22.014
22.145,23.021
23.042,24.028
19.927,22.026
20.824,23.027
21.721,24.029
22.268,25.016
23.166,26.021
24.063,27.025
24.61,28.013
25.507,29.02
26.405,30.027
13.285,9.9908
14.131,11.001
14.977,12.012
15.592,13.004
16.438,14.008
17.284,15.013
17.899,16.017
18.745,17.016
19.591,18.014
16.775,16.005
17.621,17.015
18.467,18.025
19.082,19.019
19.928,20.023
20.774,21.026
21.389,22.033
22.235,23.031
23.081,24.029
20.264,22.013
21.11,23.022
21.956,24.031
22.571,25.028
23.417,26.031
24.263,27.033
24.878,28.042
25.724,29.039
26.57,30.036
13.123,10.033
13.675,11.031
14.228,12.029
15.636,13.02
16.189,14.016
16.741,15.011
18.15,16.02
18.702,17.013
19.255,18.006
16.618,16.024
17.171,17.026
17.723,18.028
19.132,19.019
19.684,20.018
20.237,21.018
21.645,22.027
22.198,23.024
22.75,24.02
20.113,22.02
20.666,23.026
21.219,24.031
22.627,25.023
23.179,26.026
23.732,27.029
25.14,28.039
25.693,29.039
26.245,30.039
12.948,10.038
13.556,11.032
14.163,12.027
15.5,13.034
