"","id","trial","x","y","z","out","cond"
"713",33,9,2,4,3,23,"active"
"714",33,10,3,4,2,25,"active"
"715",33,11,4,4,3,29,"active"
"716",33,12,2,4,4,24,"active"
"717",33,13,4,4,2,28,"active"
"718",33,14,4,3,3,23,"active"
"719",33,15,4,3,4,24,"active"
"720",33,16,4,3,2,22,"active"
"721",33,17,4,2,4,18,"active"
"722",33,18,3,3,4,21,"active"
"723",33,19,3,3,2,19,"active"
"724",33,20,2,2,4,12,"active"
"725",33,21,3,2,3,14,"active"
"726",33,22,3,2,4,15,"active"
"727",34,1,4,2,2,16,"active"
"728",34,2,4,4,4,30,"active"
"729",34,3,2,2,2,10,"active"
"730",34,4,4,2,4,28,"active"
"731",34,5,2,3,3,17,"active"
"732",34,6,3,3,3,20,"active"
"733",34,7,4,3,3,23,"active"
"734",34,8,3,4,4,27,"active"
"735",34,9,2,4,4,24,"active"
"736",34,10,4,4,2,18,"active"
"737",34,11,2,2,4,22,"active"
"738",34,12,4,4,3,24,"active"
"739",34,13,4,3,2,17,"active"
"740",34,14,2,4,3,18,"active"
"741",34,15,4,3,4,29,"active"
"742",34,16,2,2,3,16,"active"
"743",34,17,3,4,3,21,"active"
"744",34,18,3,2,2,13,"active"
"745",34,19,3,3,2,14,"active"
"746",34,20,2,4,2,12,"active"
"747",34,21,4,2,3,22,"active"
"748",34,22,2,3,2,11,"active"
"749",35,1,4,2,3,17,"passive"
"750",35,2,3,4,4,27,"passive"
"751",35,3,2,4,3,23,"passive"
"752",35,4,3,2,3,14,"passive"
"753",35,5,4,3,3,23,"passive"
"754",35,6,3,2,4,15,"passive"
"755",35,7,2,3,4,18,"passive"
"756",35,8,4,4,4,30,"passive"
"757",35,9,2,2,4,12,"passive"
"758",35,10,4,2,4,18,"passive"
"759",35,11,3,3,2,19,"passive"
"760",35,12,4,3,2,22,"passive"
"761",35,13,3,2,2,13,"passive"
"762",35,14,4,4,2,28,"passive"
"763",35,15,4,4,3,29,"passive"
"764",35,16,2,4,2,22,"passive"
"765",35,17,4,2,2,16,"passive"
"766",35,18,2,2,3,11,"passive"
"767",35,19,2,3,3,17,"passive"
"768",35,20,4,3,4,24,"passive"
"769",35,21,2,2,2,10,"passive"
"770",35,22,3,3,3,20,"passive"
"771",36,1,4,2,3,15,"active"
"772",36,2,3,2,4,17,"active"
"773",36,3,3,4,2,23,"active"
"774",36,4,2,4,3,25,"active"
"775",36,5,3,4,4,29,"active"
"776",36,6,4,2,4,18,"active"
"777",36,7,4,2,2,12,"active"
"778",36,8,4,4,4,30,"active"
"779",36,9,2,4,2,22,"active"
"780",36,10,4,3,4,24,"active"
"781",36,11,3,3,4,23,"active"
"782",36,12,3,4,3,26,"active"
"783",36,13,4,3,3,21,"active"
"784",36,14,4,3,2,18,"active"
"785",36,15,2,3,4,22,"active"
"786",36,16,4,4,3,27,"active"
"787",36,17,4,4,2,24,"active"
"788",36,18,2,2,4,16,"active"
"789",36,19,3,2,3,14,"active"
"790",36,20,3,3,3,20,"active"
"791",36,21,3,2,2,11,"active"
"792",36,22,2,4,4,28,"active"
"793",37,1,4,4,4,30,"active"
"794",37,2,4,4,3,29,"active"
"795",37,3,2,3,3,14,"active"
"796",37,4,3,3,4,21,"active"
"797",37,5,3,2,2,16,"active"
"798",37,6,2,2,3,11,"active"
"799",37,7,3,2,4,18,"active"
"800",37,8,4,3,2,25,"active"
"801",37,9,2,4,3,17,"active"
"802",37,10,4,2,2,22,"active"
"803",37,11,2,4,4,18,"active"
"804",37,12,2,3,2,13,"active"
"805",37,13,3,4,3,23,"active"
"806",37,14,3,3,3,20,"active"
"807",37,15,4,2,3,23,"active"
"808",37,16,4,3,3,26,"active"
"809",37,17,4,2,4,24,"active"
"810",37,18,4,4,2,28,"active"
"811",37,19,2,4,2,16,"active"
"812",37,20,3,2,3,17,"active"
"813",37,21,3,4,2,22,"active"
"814",37,22,2,2,4,12,"active"
"815",38,1,3,3,4,23,"active"
"816",38,2,3,2,2,16,"active"
"817",38,3,4,4,3,27,"active"
"818",38,4,4,4,4,30,"active"
"819",38,5,3,4,4,24,"active"
"820",38,6,2,2,2,10,"active"
"821",38,7,4,2,4,28,"active"
"822",38,8,4,4,2,24,"active"
"823",38,9,3,4,3,21,"active"
"824",38,10,2,3,4,17,"active"
"825",38,11,4,3,3,26,"active"
"826",38,12,4,2,2,22,"active"
"827",38,13,3,3,2,17,"active"
"828",38,14,3,3,3,20,"active"
"829",38,15,4,3,4,29,"active"
"830",38,16,3,4,2,18,"active"
"831",38,17,4,2,3,25,"active"
"832",38,18,4,3,2,23,"active"
"833",38,19,2,2,4,16,"active"
"834",38,20,2,4,2,12,"active"
"835",38,21,2,3,2,11,"active"
"836",38,22,2,2,3,13,"active"
"837",39,1,2,3,3,17,"active"
"838",39,2,3,4,4,27,"active"
"839",39,3,4,2,2,16,"active"
"840",39,4,4,4,4,30,"active"
"841",39,5,4,4,3,29,"active"
"842",39,6,3,3,2,19,"active"
"843",39,7,2,2,2,10,"active"
"844",39,8,3,2,2,13,"active"
"845",39,9,2,3,4,18,"active"
"846",39,10,3,4,3,26,"active"
"847",39,11,3,4,2,25,"active"
"848",39,12,2,4,3,23,"active"
"849",39,13,2,2,3,11,"active"
"850",39,14,3,2,4,15,"active"
"851",39,15,4,4,2,28,"active"
"852",39,16,4,3,4,24,"active"
"853",39,17,3,2,3,14,"active"
"854",39,18,4,3,2,22,"active"
"855",39,19,2,2,4,12,"active"
"856",39,20,3,3,4,21,"active"
"857",39,21,4,2,4,18,"active"
"858",39,22,3,3,3,20,"active"
"859",40,1,4,2,3,15,"passive"
"860",40,2,3,4,4,29,"passive"
"861",40,3,2,3,2,16,"passive"
"862",40,4,3,4,3,26,"passive"
"863",40,5,4,3,4,24,"passive"
"864",40,6,4,4,2,24,"passive"
"865",40,7,3,3,3,20,"passive"
"866",40,8,4,2,2,12,"passive"
"867",40,9,2,4,4,28,"passive"
"868",40,10,3,2,2,11,"passive"
"869",40,11,2,2,4,16,"passive"
"870",40,12,2,3,4,22,"passive"
"871",40,13,2,3,3,19,"passive"
"872",40,14,2,4,2,22,"passive"
"873",40,15,4,4,3,27,"passive"
"874",40,16,4,4,4,30,"passive"
"875",40,17,2,4,3,25,"passive"
"876",40,18,3,2,3,14,"passive"
"877",40,19,2,2,2,10,"passive"
"878",40,20,3,2,4,17,"passive"
"879",40,21,4,3,2,18,"passive"
"880",40,22,4,2,4,18,"passive"
"881",41,1,3,2,4,18,"active"
"882",41,2,4,4,4,30,"active"
"883",41,3,2,2,2,10,"active"
"884",41,4,3,3,3,20,"active"
"885",41,5,4,2,2,22,"active"
"886",41,6,3,4,2,22,"active"
"887",41,7,2,3,4,15,"active"
"888",41,8,4,4,2,28,"active"
"889",41,9,4,2,3,23,"active"
"890",41,10,4,4,3,29,"active"
"891",41,11,4,3,2,25,"active"
"892",41,12,4,3,4,27,"active"
"893",41,13,2,3,3,14,"active"
"894",41,14,4,2,4,24,"active"
"895",41,15,2,4,3,17,"active"
"896",41,16,2,2,3,11,"active"
"897",41,17,4,3,3,26,"active"
"898",41,18,2,4,2,16,"active"
"899",41,19,2,4,4,18,"active"
"900",41,20,2,2,4,12,"active"
"901",41,21,3,2,3,17,"active"
"902",41,22,3,4,4,24,"active"
"903",42,1,2,2,4,22,"active"
"904",42,2,4,2,4,24,"active"
"905",42,3,4,4,4,30,"active"
"906",42,4,4,4,3,24,"active"
"907",42,5,2,4,4,28,"active"
"908",42,6,3,4,3,23,"active"
"909",42,7,3,4,4,29,"active"
"910",42,8,3,2,4,23,"active"
"911",42,9,2,3,4,25,"active"
"912",42,10,4,3,4,27,"active"
"913",42,11,3,3,4,26,"active"
"914",42,12,2,4,2,16,"active"
"915",42,13,3,2,2,11,"active"
"916",42,14,2,2,2,10,"active"
"917",42,15,2,3,3,19,"active"
"918",42,16,2,3,2,13,"active"
"919",42,17,4,3,2,15,"active"
"920",42,18,4,3,3,21,"active"
"921",42,19,4,4,2,18,"active"
"922",42,20,4,2,3,18,"active"
"923",42,21,2,2,3,16,"active"
"924",42,22,3,2,3,17,"active"
"925",43,1,2,4,4,24,"passive"
"926",43,2,4,4,4,30,"passive"
"927",43,3,3,3,4,21,"passive"
"928",43,4,4,2,4,18,"passive"
"929",43,5,3,2,2,13,"passive"
"930",43,6,4,3,4,24,"passive"
"931",43,7,3,3,2,19,"passive"
"932",43,8,2,2,2,10,"passive"
"933",43,9,4,3,2,22,"passive"
"934",43,10,2,2,4,12,"passive"
"935",43,11,3,4,4,27,"passive"
"936",43,12,4,3,3,23,"passive"
"937",43,13,4,2,2,16,"passive"
"938",43,14,2,4,2,22,"passive"
"939",43,15,2,3,2,16,"passive"
"940",43,16,3,3,3,20,"passive"
"941",43,17,3,4,3,26,"passive"
"942",43,18,2,4,3,23,"passive"
"943",43,19,2,3,3,17,"passive"
"944",43,20,4,4,2,28,"passive"
"945",43,21,4,4,3,29,"passive"
"946",43,22,3,2,3,14,"passive"
"947",44,1,4,2,4,28,"active"
"948",44,2,4,2,3,25,"active"
"949",44,3,2,4,3,15,"active"
"950",44,4,4,4,2,24,"active"
"951",44,5,3,4,2,18,"active"
"952",44,6,4,3,2,23,"active"
"953",44,7,4,4,4,30,"active"
"954",44,8,3,4,4,24,"active"
"955",44,9,2,3,3,14,"active"
"956",44,10,4,3,4,29,"active"
"957",44,11,4,4,3,27,"active"
"958",44,12,2,2,3,13,"active"
"959",44,13,2,4,4,18,"active"
"960",44,14,2,3,4,17,"active"
"961",44,15,3,2,3,19,"active"
"962",44,16,3,2,2,16,"active"
"963",44,17,2,4,2,12,"active"
"964",44,18,3,3,4,23,"active"
"965",44,19,3,3,2,17,"active"
"966",44,20,3,2,4,22,"active"
"967",44,21,2,2,4,16,"active"
"968",44,22,4,3,3,26,"active"
"969",45,1,2,4,4,28,"active"
"970",45,2,2,2,3,16,"active"
"971",45,3,4,4,4,30,"active"
"972",45,4,2,3,2,13,"active"
"973",45,5,2,4,3,22,"active"
"974",45,6,4,3,2,15,"active"
"975",45,7,4,4,3,24,"active"
"976",45,8,2,3,3,19,"active"
"977",45,9,4,4,2,18,"active"
"978",45,10,4,3,3,21,"active"
"979",45,11,4,2,2,12,"active"
"980",45,12,2,2,2,10,"active"
"981",45,13,3,3,3,20,"active"
"982",45,14,3,3,4,26,"active"
"983",45,15,3,4,4,29,"active"
"984",45,16,4,2,3,18,"active"
"985",45,17,2,3,4,25,"active"
"986",45,18,3,4,3,23,"active"
"987",45,19,4,3,4,27,"active"
"988",45,20,2,2,4,22,"active"
"989",45,21,3,2,2,11,"active"
"990",45,22,3,2,4,23,"active"
"991",46,1,4,2,3,18,"active"
"992",46,2,4,4,2,18,"active"
"993",46,3,4,2,4,24,"active"
"994",46,4,4,3,2,15,"active"
"995",46,5,4,4,3,24,"active"
"996",46,6,2,3,2,13,"active"
"997",46,7,3,2,4,23,"active"
"998",46,8,4,3,3,21,"active"
"999",46,9,3,2,3,17,"active"
"1000",46,10,3,3,3,20,"active"
"1001",46,11,3,4,2,17,"active"
"1002",46,12,2,4,2,16,"active"
"1003",46,13,2,3,3,19,"active"
"1004",46,14,3,3,2,14,"active"
"1005",46,15,2,3,4,25,"active"
"1006",46,16,2,4,3,22,"active"
"1007",46,17,4,3,4,27,"active"
"1008",46,18,3,3,4,26,"active"
"1009",46,19,3,4,3,23,"active"
"1010",46,20,2,2,2,10,"active"
"1011",46,21,2,2,4,22,"active"
"1012",46,22,3,4,4,29,"active"
"1013",47,1,3,3,2,17,"active"
"1014",47,2,4,4,2,24,"active"
"1015",47,3,2,4,3,25,"active"
"1016",47,4,3,4,2,23,"active"
"1017",47,5,4,3,2,18,"active"
"1018",47,6,4,2,2,12,"active"
"1019",47,7,2,3,3,19,"active"
"1020",47,8,2,4,2,22,"active"
"1021",47,9,4,3,4,24,"active"
"1022",47,10,3,3,4,23,"active"
"1023",47,11,2,2,3,13,"active"
"1024",47,12,3,4,4,29,"active"
"1025",47,13,2,4,4,28,"active"
"1026",47,14,3,3,3,20,"active"
"1027",47,15,3,2,2,11,"active"
"1028",47,16,4,4,3,27,"active"
"1029",47,17,4,2,4,18,"active"
"1030",47,18,4,4,4,30,"active"
"1031",47,19,3,2,3,14,"active"
"1032",47,20,3,2,4,17,"active"
"1033",47,21,2,2,2,10,"active"
"1034",47,22,4,2,3,15,"active"
"1035",48,1,3,4,4,24,"passive"
"1036",48,2,2,3,2,11,"passive"
"1037",48,3,4,3,4,29,"passive"
"1038",48,4,2,2,3,13,"passive"
"1039",48,5,2,2,4,16,"passive"
"1040",48,6,3,2,3,19,"passive"
"1041",48,7,4,4,2,24,"passive"
"1042",48,8,2,3,4,17,"passive"
"1043",48,9,3,3,2,17,"passive"
"1044",48,10,3,3,3,20,"passive"
"1045",48,11,2,4,3,15,"passive"
"1046",48,12,3,3,4,23,"passive"
"1047",48,13,2,4,4,18,"passive"
"1048",48,14,4,2,4,28,"passive"
"1049",48,15,2,2,2,10,"passive"
"1050",48,16,4,3,2,23,"passive"
"1051",48,17,3,2,2,16,"passive"
"1052",48,18,4,2,3,25,"passive"
"1053",48,19,4,3,3,26,"passive"
"1054",48,20,4,2,2,22,"passive"
"1055",48,21,2,4,2,12,"passive"
"1056",48,22,4,4,3,27,"passive"
"1057",49,1,3,4,2,22,"active"
"1058",49,2,4,4,4,30,"active"
"1059",49,3,4,3,3,26,"active"
"1060",49,4,4,4,3,29,"active"
"1061",49,5,3,2,3,17,"active"
"1062",49,6,4,3,2,25,"active"
"1063",49,7,3,4,3,23,"active"
"1064",49,8,2,2,3,11,"active"
"1065",49,9,2,2,2,10,"active"
"1066",49,10,3,2,4,18,"active"
"1067",49,11,2,4,4,18,"active"
"1068",49,12,2,3,2,13,"active"
"1069",49,13,3,3,4,21,"active"
"1070",49,14,2,4,2,16,"active"
"1071",49,15,3,4,4,24,"active"
"1072",49,16,4,2,2,22,"active"
"1073",49,17,4,2,4,24,"active"
"1074",49,18,4,4,2,28,"active"
"1075",49,19,2,3,3,14,"active"
"1076",49,20,2,2,4,12,"active"
"1077",49,21,2,4,3,17,"active"
"1078",49,22,4,2,3,23,"active"
"1079",50,1,3,4,4,24,"active"
"1080",50,2,3,3,3,20,"active"
"1081",50,3,3,2,4,22,"active"
"1082",50,4,2,3,4,17,"active"
"1083",50,5,3,2,2,16,"active"
"1084",50,6,4,3,3,26,"active"
"1085",50,7,3,4,3,21,"active"
"1086",50,8,3,3,2,17,"active"
"1087",50,9,2,2,4,16,"active"
"1088",50,10,4,2,4,28,"active"
"1089",50,11,4,4,2,24,"active"
"1090",50,12,2,3,3,14,"active"
"1091",50,13,4,2,3,25,"active"
"1092",50,14,2,2,3,13,"active"
"1093",50,15,2,4,3,15,"active"
"1094",50,16,3,2,3,19,"active"
"1095",50,17,4,3,4,29,"active"
"1096",50,18,4,4,4,30,"active"
"1097",50,19,2,4,2,12,"active"
"1098",50,20,4,2,2,22,"active"
"1099",50,21,3,4,2,18,"active"
"1100",50,22,2,2,2,10,"active"
"1101",51,1,3,3,4,26,"active"
"1102",51,2,3,3,2,14,"active"
"1103",51,3,2,3,3,19,"active"
"1104",51,4,2,2,2,10,"active"
"1105",51,5,2,4,3,22,"active"
"1106",51,6,4,2,3,18,"active"
"1107",51,7,3,4,2,17,"active"
"1108",51,8,2,3,2,13,"active"
"1109",51,9,4,4,3,24,"active"
"1110",51,10,3,2,2,11,"active"
"1111",51,11,4,3,2,15,"active"
"1112",51,12,2,2,4,22,"active"
"1113",51,13,2,2,3,16,"active"
"1114",51,14,3,2,3,17,"active"
"1115",51,15,2,4,4,28,"active"
"1116",51,16,3,4,3,23,"active"
"1117",51,17,2,4,2,16,"active"
"1118",51,18,4,3,3,21,"active"
"1119",51,19,3,3,3,20,"active"
"1120",51,20,3,2,4,23,"active"
"1121",51,21,4,3,4,27,"active"
"1122",51,22,2,3,4,25,"active"
"1123",52,1,2,3,3,17,"passive"
"1124",52,2,4,2,3,22,"passive"
"1125",52,3,2,3,4,23,"passive"
"1126",52,4,4,4,4,30,"passive"
"1127",52,5,4,3,2,17,"passive"
"1128",52,6,4,3,4,29,"passive"
"1129",52,7,4,4,3,24,"passive"
"1130",52,8,2,3,2,11,"passive"
"1131",52,9,3,3,3,20,"passive"
"1132",52,10,3,2,3,19,"passive"
"1133",52,11,2,2,3,16,"passive"
"1134",52,12,2,4,2,12,"passive"
"1135",52,13,2,2,2,10,"passive"
"1136",52,14,3,3,2,14,"passive"
"1137",52,15,4,2,4,28,"passive"
"1138",52,16,4,3,3,23,"passive"
"1139",52,17,3,4,2,15,"passive"
"1140",52,18,2,4,3,18,"passive"
"1141",52,19,4,4,2,18,"passive"
"1142",52,20,2,2,4,22,"passive"
"1143",52,21,3,4,4,27,"passive"
"1144",52,22,3,4,3,21,"passive"
"1145",53,1,2,4,3,25,"passive"
"1146",53,2,2,2,3,13,"passive"
"1147",53,3,2,3,2,16,"passive"
"1148",53,4,2,3,3,19,"passive"
"1149",53,5,3,3,2,17,"passive"
"1150",53,6,3,2,2,11,"passive"
"1151",53,7,3,2,4,17,"passive"
"1152",53,8,3,3,3,20,"passive"
"1153",53,9,3,4,4,29,"passive"
"1154",53,10,3,4,3,26,"passive"
"1155",53,11,3,2,3,14,"passive"
"1156",53,12,4,4,2,24,"passive"
"1157",53,13,4,2,2,12,"passive"
"1158",53,14,4,3,2,18,"passive"
"1159",53,15,4,2,3,15,"passive"
"1160",53,16,4,2,4,18,"passive"
"1161",53,17,2,3,4,22,"passive"
"1162",53,18,3,3,4,23,"passive"
"1163",53,19,4,3,3,21,"passive"
"1164",53,20,4,4,4,30,"passive"
"1165",53,21,4,4,3,27,"passive"
"1166",53,22,2,4,4,28,"passive"
"1167",54,1,4,4,2,28,"passive"
"1168",54,2,4,4,4,30,"passive"
"1169",54,3,3,4,3,26,"passive"
"1170",54,4,4,2,4,18,"passive"
"1171",54,5,2,2,3,11,"passive"
"1172",54,6,4,3,4,24,"passive"
"1173",54,7,2,2,4,12,"passive"
"1174",54,8,3,2,2,13,"passive"
"1175",54,9,2,3,3,17,"passive"
"1176",54,10,3,2,3,14,"passive"
"1177",54,11,4,4,3,29,"passive"
"1178",54,12,4,3,2,22,"passive"
"1179",54,13,3,4,4,27,"passive"
"1180",54,14,3,3,3,20,"passive"
"1181",54,15,2,4,3,23,"passive"
"1182",54,16,2,4,2,22,"passive"
"1183",54,17,4,2,2,16,"passive"
"1184",54,18,3,3,4,21,"passive"
"1185",54,19,2,4,4,24,"passive"
"1186",54,20,4,3,3,23,"passive"
"1187",54,21,2,3,4,18,"passive"
"1188",54,22,4,2,3,17,"passive"
"1189",55,1,3,2,2,11,"active"
"1190",55,2,2,3,3,19,"active"
"1191",55,3,4,2,2,12,"active"
"1192",55,4,3,4,3,26,"active"
"1193",55,5,2,4,4,28,"active"
"1194",55,6,3,2,3,14,"active"
"1195",55,7,2,2,4,16,"active"
"1196",55,8,4,4,2,24,"active"
"1197",55,9,4,4,3,27,"active"
"1198",55,10,3,4,2,23,"active"
"1199",55,11,2,4,2,22,"active"
"1200",55,12,2,4,3,25,"active"
"1201",55,13,2,2,2,10,"active"
"1202",55,14,3,3,4,23,"active"
"1203",55,15,4,3,4,24,"active"
"1204",55,16,4,3,3,21,"active"
"1205",55,17,4,3,2,18,"active"
"1206",55,18,2,2,3,13,"active"
"1207",55,19,4,2,4,18,"active"
"1208",55,20,2,3,4,22,"active"
"1209",55,21,3,4,4,29,"active"
"1210",55,22,2,3,2,16,"active"
"1211",56,1,3,4,3,26,"passive"
"1212",56,2,4,3,4,24,"passive"
"1213",56,3,3,2,4,15,"passive"
"1214",56,4,3,3,2,19,"passive"
"1215",56,5,4,3,2,22,"passive"
"1216",56,6,3,4,2,25,"passive"
"1217",56,7,2,4,2,22,"passive"
"1218",56,8,3,3,4,21,"passive"
"1219",56,9,4,4,2,28,"passive"
"1220",56,10,4,4,3,29,"passive"
"1221",56,11,4,2,4,18,"passive"
"1222",56,12,3,4,4,27,"passive"
"1223",56,13,3,2,2,13,"passive"
"1224",56,14,2,3,2,16,"passive"
"1225",56,15,2,4,4,24,"passive"
"1226",56,16,4,2,3,17,"passive"
"1227",56,17,2,2,2,10,"passive"
"1228",56,18,3,3,3,20,"passive"
"1229",56,19,2,3,3,17,"passive"
"1230",56,20,2,4,3,23,"passive"
"1231",56,21,4,2,2,16,"passive"
"1232",56,22,2,3,4,18,"passive"
"1233",57,1,3,4,4,29,"passive"
"1234",57,2,4,4,3,24,"passive"
"1235",57,3,3,4,3,23,"passive"
"1236",57,4,2,4,2,16,"passive"
"1237",57,5,3,2,4,23,"passive"
"1238",57,6,3,2,3,17,"passive"
"1239",57,7,2,3,3,19,"passive"
"1240",57,8,3,2,2,11,"passive"
"1241",57,9,2,2,3,16,"passive"
"1242",57,10,4,3,4,27,"passive"
"1243",57,11,2,2,4,22,"passive"
"1244",57,12,4,4,4,30,"passive"
"1245",57,13,2,3,4,25,"passive"
"1246",57,14,4,4,2,18,"passive"
"1247",57,15,4,3,2,15,"passive"
"1248",57,16,2,3,2,13,"passive"
"1249",57,17,3,3,4,26,"passive"
"1250",57,18,2,2,2,10,"passive"
"1251",57,19,4,2,3,18,"passive"
"1252",57,20,4,3,3,21,"passive"
"1253",57,21,3,4,2,17,"passive"
"1254",57,22,3,3,2,14,"passive"
"1255",58,1,3,2,2,13,"passive"
"1256",58,2,4,3,2,22,"passive"
"1257",58,3,2,3,4,18,"passive"
"1258",58,4,4,2,4,18,"passive"
"1259",58,5,2,2,2,10,"passive"
"1260",58,6,4,2,3,17,"passive"
"1261",58,7,3,4,4,27,"passive"
"1262",58,8,3,4,3,26,"passive"
"1263",58,9,3,2,4,15,"passive"
"1264",58,10,4,3,3,23,"passive"
"1265",58,11,2,4,3,23,"passive"
"1266",58,12,2,4,2,22,"passive"
"1267",58,13,2,3,3,17,"passive"
"1268",58,14,3,4,2,25,"passive"
"1269",58,15,2,3,2,16,"passive"
"1270",58,16,3,3,4,21,"passive"
"1271",58,17,4,4,2,28,"passive"
"1272",58,18,3,2,3,14,"passive"
"1273",58,19,2,2,4,12,"passive"
"1274",58,20,2,2,3,11,"passive"
"1275",58,21,2,4,4,24,"passive"
"1276",58,22,4,4,3,29,"passive"
"1277",59,1,2,4,2,12,"passive"
"1278",59,2,3,3,3,20,"passive"
"1279",59,3,4,4,4,30,"passive"
"1280",59,4,4,2,3,25,"passive"
"1281",59,5,3,2,3,19,"passive"
"1282",59,6,2,3,2,11,"passive"
"1283",59,7,2,2,4,16,"passive"
"1284",59,8,3,4,4,24,"passive"
"1285",59,9,2,2,3,13,"passive"
"1286",59,10,3,3,2,17,"passive"
"1287",59,11,4,2,2,22,"passive"
"1288",59,12,2,4,4,18,"passive"
"1289",59,13,3,2,4,22,"passive"
"1290",59,14,4,3,3,26,"passive"
"1291",59,15,4,4,2,24,"passive"
"1292",59,16,3,2,2,16,"passive"
"1293",59,17,4,3,2,23,"passive"
"1294",59,18,2,3,4,17,"passive"
"1295",59,19,3,3,4,23,"passive"
"1296",59,20,2,4,3,15,"passive"
"1297",59,21,3,4,2,18,"passive"
"1298",59,22,4,2,4,28,"passive"
"1299",60,1,4,4,4,30,"active"
"1300",60,2,3,3,3,20,"active"
"1301",60,3,3,4,4,24,"active"
"1302",60,4,4,4,3,29,"active"
"1303",60,5,4,4,2,28,"active"
"1304",60,6,2,2,2,10,"active"
"1305",60,7,4,3,4,27,"active"
"1306",60,8,4,2,4,24,"active"
"1307",60,9,4,3,3,26,"active"
"1308",60,10,4,2,2,22,"active"
"1309",60,11,2,4,4,18,"active"
"1310",60,12,2,3,4,15,"active"
"1311",60,13,3,4,3,23,"active"
"1312",60,14,4,3,2,25,"active"
"1313",60,15,2,4,2,16,"active"
"1314",60,16,3,2,2,16,"active"
"1315",60,17,2,3,2,13,"active"
"1316",60,18,4,2,3,23,"active"
"1317",60,19,2,4,3,17,"active"
"1318",60,20,3,2,4,18,"active"
"1319",60,21,2,2,4,12,"active"
"1320",60,22,2,2,3,11,"active"
"1321",61,1,2,3,4,18,"active"
"1322",61,2,3,3,2,19,"active"
"1323",61,3,4,3,2,22,"active"
"1324",61,4,3,3,4,21,"active"
"1325",61,5,2,2,2,10,"active"
"1326",61,6,2,4,3,23,"active"
"1327",61,7,2,4,2,22,"active"
"1328",61,8,4,3,3,23,"active"
"1329",61,9,3,4,4,27,"active"
"1330",61,10,2,2,4,12,"active"
"1331",61,11,4,4,3,29,"active"
"1332",61,12,3,2,3,14,"active"
"1333",61,13,4,2,3,17,"active"
"1334",61,14,3,2,2,13,"active"
"1335",61,15,2,2,3,11,"active"
"1336",61,16,3,2,4,15,"active"
"1337",61,17,4,3,4,24,"active"
"1338",61,18,3,3,3,20,"active"
"1339",61,19,4,2,4,18,"active"
"1340",61,20,3,4,2,25,"active"
"1341",61,21,4,2,2,16,"active"
"1342",61,22,4,4,4,30,"active"
"1343",62,1,3,3,3,20,"passive"
"1344",62,2,4,3,2,25,"passive"
"1345",62,3,3,3,2,19,"passive"
"1346",62,4,2,4,2,16,"passive"
"1347",62,5,4,4,3,29,"passive"
"1348",62,6,2,4,3,17,"passive"
"1349",62,7,2,3,2,13,"passive"
"1350",62,8,2,2,3,11,"passive"
"1351",62,9,4,3,3,26,"passive"
"1352",62,10,4,4,2,28,"passive"
"1353",62,11,4,2,2,22,"passive"
"1354",62,12,3,4,4,24,"passive"
"1355",62,13,4,3,4,27,"passive"
"1356",62,14,3,2,4,18,"passive"
"1357",62,15,2,3,3,14,"passive"
"1358",62,16,3,2,3,17,"passive"
"1359",62,17,3,2,2,16,"passive"
"1360",62,18,4,4,4,30,"passive"
"1361",62,19,2,4,4,18,"passive"
"1362",62,20,4,2,3,23,"passive"
"1363",62,21,2,3,4,15,"passive"
"1364",62,22,2,2,2,10,"passive"
"1365",63,1,3,4,4,24,"passive"
"1366",63,2,4,3,3,26,"passive"
"1367",63,3,4,4,4,30,"passive"
"1368",63,4,3,2,4,18,"passive"
"1369",63,5,3,2,2,16,"passive"
"1370",63,6,2,2,3,11,"passive"
"1371",63,7,3,3,2,19,"passive"
"1372",63,8,4,3,4,27,"passive"
"1373",63,9,4,3,2,25,"passive"
"1374",63,10,2,2,2,10,"passive"
"1375",63,11,4,2,4,24,"passive"
"1376",63,12,2,4,3,17,"passive"
"1377",63,13,2,2,4,12,"passive"
"1378",63,14,2,3,4,15,"passive"
"1379",63,15,2,4,2,16,"passive"
"1380",63,16,3,4,3,23,"passive"
"1381",63,17,4,2,3,23,"passive"
"1382",63,18,2,4,4,18,"passive"
"1383",63,19,2,3,2,13,"passive"
"1384",63,20,3,3,4,21,"passive"
"1385",63,21,3,3,3,20,"passive"
"1386",63,22,3,4,2,22,"passive"
"1387",64,1,3,4,2,15,"active"
"1388",64,2,4,4,4,30,"active"
"1389",64,3,4,2,4,28,"active"
"1390",64,4,3,4,3,21,"active"
"1391",64,5,4,2,3,22,"active"
"1392",64,6,4,2,2,16,"active"
"1393",64,7,2,4,4,24,"active"
"1394",64,8,3,4,4,27,"active"
"1395",64,9,3,2,4,25,"active"
"1396",64,10,2,3,4,23,"active"
"1397",64,11,2,2,4,22,"active"
"1398",64,12,3,3,4,26,"active"
"1399",64,13,4,4,2,18,"active"
"1400",64,14,3,2,3,19,"active"
"1401",64,15,4,3,2,17,"active"
"1402",64,16,3,3,3,20,"active"
"1403",64,17,4,3,4,29,"active"
"1404",64,18,2,4,3,18,"active"
"1405",64,19,2,3,2,11,"active"
"1406",64,20,2,2,2,10,"active"
"1407",64,21,3,3,2,14,"active"
"1408",64,22,3,2,2,13,"active"
"1409",65,1,2,3,4,25,"passive"
"1410",65,2,3,3,4,26,"passive"
