"","id","trial","x","y","z","out","cond"
"246",12,4,2,3,3,14,"passive"
"247",12,5,2,2,3,13,"passive"
"248",12,6,4,4,2,24,"passive"
"249",12,7,2,4,4,18,"passive"
"250",12,8,3,3,2,17,"passive"
"251",12,9,3,4,4,24,"passive"
"252",12,10,2,4,2,12,"passive"
"253",12,11,2,2,4,16,"passive"
"254",12,12,4,3,3,26,"passive"
"255",12,13,2,3,4,17,"passive"
"256",12,14,3,3,3,20,"passive"
"257",12,15,4,4,3,27,"passive"
"258",12,16,2,3,2,11,"passive"
"259",12,17,4,3,4,29,"passive"
"260",12,18,3,4,2,18,"passive"
"261",12,19,4,2,3,25,"passive"
"262",12,20,4,2,2,22,"passive"
"263",12,21,2,4,3,15,"passive"
"264",12,22,3,2,4,22,"passive"
"265",13,1,4,4,4,30,"active"
"266",13,2,4,4,3,24,"active"
"267",13,3,2,4,4,24,"active"
"268",13,4,3,4,4,27,"active"
"269",13,5,4,3,3,23,"active"
"270",13,6,4,4,2,18,"active"
"271",13,7,2,2,2,10,"active"
"272",13,8,3,3,4,26,"active"
"273",13,9,4,3,4,29,"active"
"274",13,10,3,4,3,21,"active"
"275",13,11,4,3,2,17,"active"
"276",13,12,4,2,2,16,"active"
"277",13,13,2,3,4,23,"active"
"278",13,14,3,4,2,15,"active"
"279",13,15,3,2,3,19,"active"
"280",13,16,4,2,4,28,"active"
"281",13,17,2,4,3,18,"active"
"282",13,18,2,2,3,16,"active"
"283",13,19,4,2,3,22,"active"
"284",13,20,3,2,4,25,"active"
"285",13,21,2,4,2,12,"active"
"286",13,22,2,3,2,11,"active"
"287",14,1,2,3,3,19,"active"
"288",14,2,4,2,2,12,"active"
"289",14,3,2,4,3,25,"active"
"290",14,4,3,3,2,17,"active"
"291",14,5,2,4,4,28,"active"
"292",14,6,2,2,4,16,"active"
"293",14,7,3,3,4,23,"active"
"294",14,8,3,4,4,29,"active"
"295",14,9,4,2,4,18,"active"
"296",14,10,2,2,3,13,"active"
"297",14,11,4,3,4,24,"active"
"298",14,12,3,3,3,20,"active"
"299",14,13,4,2,3,15,"active"
"300",14,14,4,4,4,30,"active"
"301",14,15,2,3,4,22,"active"
"302",14,16,4,4,3,27,"active"
"303",14,17,4,4,2,24,"active"
"304",14,18,2,3,2,16,"active"
"305",14,19,2,2,2,10,"active"
"306",14,20,2,4,2,22,"active"
"307",14,21,3,2,3,14,"active"
"308",14,22,3,4,2,23,"active"
"309",15,1,2,3,4,25,"active"
"310",15,2,2,3,2,13,"active"
"311",15,3,4,2,2,12,"active"
"312",15,4,2,2,3,16,"active"
"313",15,5,2,4,2,16,"active"
"314",15,6,3,4,2,17,"active"
"315",15,7,3,3,3,20,"active"
"316",15,8,4,4,4,30,"active"
"317",15,9,3,3,4,26,"active"
"318",15,10,2,4,3,22,"active"
"319",15,11,4,4,3,24,"active"
"320",15,12,3,3,2,14,"active"
"321",15,13,4,3,4,27,"active"
"322",15,14,3,2,3,17,"active"
"323",15,15,2,2,2,10,"active"
"324",15,16,4,3,3,21,"active"
"325",15,17,3,2,4,23,"active"
"326",15,18,2,2,4,22,"active"
"327",15,19,3,4,4,29,"active"
"328",15,20,4,2,3,18,"active"
"329",15,21,3,4,3,23,"active"
"330",15,22,4,4,2,18,"active"
"331",16,1,2,2,3,16,"passive"
"332",16,2,2,4,4,28,"passive"
"333",16,3,4,2,3,18,"passive"
"334",16,4,4,4,4,30,"passive"
"335",16,5,4,3,2,15,"passive"
"336",16,6,2,4,2,16,"passive"
"337",16,7,4,4,3,24,"passive"
"338",16,8,3,3,3,20,"passive"
"339",16,9,2,2,2,10,"passive"
"340",16,10,3,3,2,14,"passive"
"341",16,11,4,3,4,27,"passive"
"342",16,12,2,3,4,25,"passive"
"343",16,13,3,2,2,11,"passive"
"344",16,14,4,4,2,18,"passive"
"345",16,15,4,2,4,24,"passive"
"346",16,16,2,3,3,19,"passive"
"347",16,17,3,2,4,23,"passive"
"348",16,18,2,4,3,22,"passive"
"349",16,19,4,3,3,21,"passive"
"350",16,20,3,4,3,23,"passive"
"351",16,21,2,3,2,13,"passive"
"352",16,22,3,4,2,17,"passive"
"353",17,1,2,4,4,28,"active"
"354",17,2,4,4,4,30,"active"
"355",17,3,2,2,2,10,"active"
"356",17,4,3,3,3,20,"active"
"357",17,5,2,2,3,16,"active"
"358",17,6,2,3,2,13,"active"
"359",17,7,3,3,2,14,"active"
"360",17,8,4,4,3,24,"active"
"361",17,9,4,3,2,15,"active"
"362",17,10,3,4,4,29,"active"
"363",17,11,2,4,2,16,"active"
"364",17,12,3,2,4,23,"active"
"365",17,13,4,2,2,12,"active"
"366",17,14,2,2,4,22,"active"
"367",17,15,3,4,3,23,"active"
"368",17,16,3,2,3,17,"active"
"369",17,17,4,4,2,18,"active"
"370",17,18,2,4,3,22,"active"
"371",17,19,4,2,3,18,"active"
"372",17,20,3,2,2,11,"active"
"373",17,21,2,3,4,25,"active"
"374",17,22,4,3,3,21,"active"
"375",18,1,3,2,3,19,"passive"
"376",18,2,3,3,4,23,"passive"
"377",18,3,3,4,3,21,"passive"
"378",18,4,2,4,4,18,"passive"
"379",18,5,4,2,2,22,"passive"
"380",18,6,4,2,4,28,"passive"
"381",18,7,4,3,2,23,"passive"
"382",18,8,3,3,3,20,"passive"
"383",18,9,2,4,3,15,"passive"
"384",18,10,4,4,3,27,"passive"
"385",18,11,2,3,3,14,"passive"
"386",18,12,3,2,4,22,"passive"
"387",18,13,4,4,4,30,"passive"
"388",18,14,2,4,2,12,"passive"
"389",18,15,2,2,3,13,"passive"
"390",18,16,3,2,2,16,"passive"
"391",18,17,3,3,2,17,"passive"
"392",18,18,2,3,2,11,"passive"
"393",18,19,2,2,4,16,"passive"
"394",18,20,4,4,2,24,"passive"
"395",18,21,3,4,4,24,"passive"
"396",18,22,2,2,2,10,"passive"
"397",19,1,3,4,4,27,"active"
"398",19,2,4,2,4,28,"active"
"399",19,3,2,2,2,10,"active"
"400",19,4,4,3,4,29,"active"
"401",19,5,4,4,2,18,"active"
"402",19,6,2,4,4,24,"active"
"403",19,7,4,4,3,24,"active"
"404",19,8,4,4,4,30,"active"
"405",19,9,4,3,3,23,"active"
"406",19,10,2,2,3,16,"active"
"407",19,11,3,3,3,20,"active"
"408",19,12,3,3,2,14,"active"
"409",19,13,2,4,2,12,"active"
"410",19,14,4,3,2,17,"active"
"411",19,15,3,3,4,26,"active"
"412",19,16,2,3,2,11,"active"
"413",19,17,2,2,4,22,"active"
"414",19,18,2,4,3,18,"active"
"415",19,19,3,4,3,21,"active"
"416",19,20,2,3,4,23,"active"
"417",19,21,2,3,3,17,"active"
"418",19,22,4,2,3,22,"active"
"419",20,1,4,2,3,23,"passive"
"420",20,2,3,4,2,22,"passive"
"421",20,3,2,3,2,13,"passive"
"422",20,4,3,2,4,18,"passive"
"423",20,5,4,2,4,24,"passive"
"424",20,6,4,2,2,22,"passive"
"425",20,7,4,3,2,25,"passive"
"426",20,8,2,2,3,11,"passive"
"427",20,9,3,4,4,24,"passive"
"428",20,10,3,2,3,17,"passive"
"429",20,11,3,4,3,23,"passive"
"430",20,12,3,2,2,16,"passive"
"431",20,13,2,3,4,15,"passive"
"432",20,14,2,4,4,18,"passive"
"433",20,15,3,3,4,21,"passive"
"434",20,16,4,3,3,26,"passive"
"435",20,17,2,3,3,14,"passive"
"436",20,18,2,4,2,16,"passive"
"437",20,19,4,4,2,28,"passive"
"438",20,20,2,2,2,10,"passive"
"439",20,21,3,3,2,19,"passive"
"440",20,22,2,4,3,17,"passive"
"441",21,1,2,2,2,10,"passive"
"442",21,2,2,3,3,19,"passive"
"443",21,3,2,4,2,16,"passive"
"444",21,4,4,3,4,27,"passive"
"445",21,5,3,3,4,26,"passive"
"446",21,6,3,3,2,14,"passive"
"447",21,7,3,3,3,20,"passive"
"448",21,8,4,4,3,24,"passive"
"449",21,9,2,2,3,16,"passive"
"450",21,10,4,4,4,30,"passive"
"451",21,11,4,3,2,15,"passive"
"452",21,12,4,4,2,18,"passive"
"453",21,13,3,2,4,23,"passive"
"454",21,14,4,2,3,18,"passive"
"455",21,15,3,4,2,17,"passive"
"456",21,16,3,4,3,23,"passive"
"457",21,17,3,4,4,29,"passive"
"458",21,18,2,4,3,22,"passive"
"459",21,19,2,4,4,28,"passive"
"460",21,20,2,3,2,13,"passive"
"461",21,21,4,2,4,24,"passive"
"462",21,22,3,2,2,11,"passive"
"463",22,1,2,4,2,12,"passive"
"464",22,2,4,4,4,30,"passive"
"465",22,3,2,2,3,13,"passive"
"466",22,4,4,2,2,22,"passive"
"467",22,5,3,2,2,16,"passive"
"468",22,6,4,4,3,27,"passive"
"469",22,7,4,3,2,23,"passive"
"470",22,8,3,4,3,21,"passive"
"471",22,9,2,2,2,10,"passive"
"472",22,10,2,4,4,18,"passive"
"473",22,11,4,2,3,25,"passive"
"474",22,12,4,3,3,26,"passive"
"475",22,13,4,3,4,29,"passive"
"476",22,14,2,4,3,15,"passive"
"477",22,15,3,3,4,23,"passive"
"478",22,16,2,3,4,17,"passive"
"479",22,17,2,3,3,14,"passive"
"480",22,18,4,2,4,28,"passive"
"481",22,19,3,3,3,20,"passive"
"482",22,20,3,2,4,22,"passive"
"483",22,21,3,4,2,18,"passive"
"484",22,22,2,3,2,11,"passive"
"485",23,1,4,4,4,30,"active"
"486",23,2,4,3,3,21,"active"
"487",23,3,2,3,2,13,"active"
"488",23,4,2,2,3,16,"active"
"489",23,5,4,4,2,18,"active"
"490",23,6,3,4,3,23,"active"
"491",23,7,2,4,4,28,"active"
"492",23,8,3,2,4,23,"active"
"493",23,9,2,4,3,22,"active"
"494",23,10,4,2,4,24,"active"
"495",23,11,2,3,4,25,"active"
"496",23,12,2,2,2,10,"active"
"497",23,13,4,2,3,18,"active"
"498",23,14,4,2,2,12,"active"
"499",23,15,2,4,2,16,"active"
"500",23,16,3,4,2,17,"active"
"501",23,17,4,4,3,24,"active"
"502",23,18,3,3,2,14,"active"
"503",23,19,3,3,4,26,"active"
"504",23,20,4,3,2,15,"active"
"505",23,21,2,2,4,22,"active"
"506",23,22,3,2,2,11,"active"
"507",24,1,3,4,3,21,"passive"
"508",24,2,2,2,2,10,"passive"
"509",24,3,4,2,3,22,"passive"
"510",24,4,3,2,4,25,"passive"
"511",24,5,3,4,2,15,"passive"
"512",24,6,2,2,4,22,"passive"
"513",24,7,2,4,3,18,"passive"
"514",24,8,2,4,2,12,"passive"
"515",24,9,2,2,3,16,"passive"
"516",24,10,3,4,4,27,"passive"
"517",24,11,4,2,4,28,"passive"
"518",24,12,2,4,4,24,"passive"
"519",24,13,4,3,2,17,"passive"
"520",24,14,3,3,2,14,"passive"
"521",24,15,3,2,2,13,"passive"
"522",24,16,4,4,2,18,"passive"
"523",24,17,4,3,4,29,"passive"
"524",24,18,4,3,3,23,"passive"
"525",24,19,3,2,3,19,"passive"
"526",24,20,3,3,3,20,"passive"
"527",24,21,2,3,2,11,"passive"
"528",24,22,2,3,4,23,"passive"
"529",25,1,2,4,2,12,"active"
"530",25,2,4,4,4,30,"active"
"531",25,3,3,4,4,24,"active"
"532",25,4,4,3,4,29,"active"
"533",25,5,4,4,3,27,"active"
"534",25,6,4,4,2,24,"active"
"535",25,7,4,3,2,23,"active"
"536",25,8,3,3,3,20,"active"
"537",25,9,3,4,3,21,"active"
"538",25,10,3,3,4,23,"active"
"539",25,11,2,4,3,15,"active"
"540",25,12,4,2,2,22,"active"
"541",25,13,4,3,3,26,"active"
"542",25,14,3,2,2,16,"active"
"543",25,15,3,2,3,19,"active"
"544",25,16,2,3,4,17,"active"
"545",25,17,2,3,3,14,"active"
"546",25,18,3,4,2,18,"active"
"547",25,19,3,2,4,22,"active"
"548",25,20,3,3,2,17,"active"
"549",25,21,2,2,4,16,"active"
"550",25,22,4,2,4,28,"active"
"551",26,1,4,4,2,28,"passive"
"552",26,2,2,3,2,16,"passive"
"553",26,3,3,2,3,14,"passive"
"554",26,4,2,3,3,17,"passive"
"555",26,5,3,4,2,25,"passive"
"556",26,6,2,4,2,22,"passive"
"557",26,7,2,2,4,12,"passive"
"558",26,8,3,3,2,19,"passive"
"559",26,9,3,2,2,13,"passive"
"560",26,10,4,4,3,29,"passive"
"561",26,11,4,3,2,22,"passive"
"562",26,12,3,4,3,26,"passive"
"563",26,13,4,3,3,23,"passive"
"564",26,14,4,2,2,16,"passive"
"565",26,15,2,2,2,10,"passive"
"566",26,16,3,4,4,27,"passive"
"567",26,17,2,4,4,24,"passive"
"568",26,18,2,3,4,18,"passive"
"569",26,19,4,4,4,30,"passive"
"570",26,20,4,2,3,17,"passive"
"571",26,21,3,3,4,21,"passive"
"572",26,22,2,4,3,23,"passive"
"573",27,1,3,2,3,19,"passive"
"574",27,2,3,4,4,27,"passive"
"575",27,3,2,3,2,11,"passive"
"576",27,4,2,4,2,12,"passive"
"577",27,5,2,3,3,17,"passive"
"578",27,6,4,2,2,16,"passive"
"579",27,7,3,4,2,15,"passive"
"580",27,8,4,2,3,22,"passive"
"581",27,9,4,4,2,18,"passive"
"582",27,10,4,3,3,23,"passive"
"583",27,11,4,3,2,17,"passive"
"584",27,12,3,2,4,25,"passive"
"585",27,13,3,2,2,13,"passive"
"586",27,14,3,3,4,26,"passive"
"587",27,15,4,4,4,30,"passive"
"588",27,16,4,4,3,24,"passive"
"589",27,17,2,2,2,10,"passive"
"590",27,18,2,4,3,18,"passive"
"591",27,19,3,3,2,14,"passive"
"592",27,20,2,2,4,22,"passive"
"593",27,21,4,2,4,28,"passive"
"594",27,22,4,3,4,29,"passive"
"595",28,1,4,4,4,30,"active"
"596",28,2,4,2,3,23,"active"
"597",28,3,2,2,2,10,"active"
"598",28,4,2,2,4,12,"active"
"599",28,5,3,4,4,24,"active"
"600",28,6,4,4,3,29,"active"
"601",28,7,2,4,4,18,"active"
"602",28,8,4,4,2,28,"active"
"603",28,9,3,2,4,18,"active"
"604",28,10,4,2,2,22,"active"
"605",28,11,2,4,2,16,"active"
"606",28,12,4,2,4,24,"active"
"607",28,13,4,3,4,27,"active"
"608",28,14,4,3,2,25,"active"
"609",28,15,3,4,2,22,"active"
"610",28,16,4,3,3,26,"active"
"611",28,17,3,3,2,19,"active"
"612",28,18,2,4,3,17,"active"
"613",28,19,3,4,3,23,"active"
"614",28,20,3,3,4,21,"active"
"615",28,21,2,2,3,11,"active"
"616",28,22,3,2,2,16,"active"
"617",29,1,4,4,4,30,"active"
"618",29,2,4,4,3,29,"active"
"619",29,3,4,4,2,28,"active"
"620",29,4,4,3,3,23,"active"
"621",29,5,3,4,4,27,"active"
"622",29,6,3,4,3,26,"active"
"623",29,7,4,3,4,24,"active"
"624",29,8,3,2,2,13,"active"
"625",29,9,2,4,4,24,"active"
"626",29,10,4,2,3,17,"active"
"627",29,11,3,3,3,20,"active"
"628",29,12,2,2,4,12,"active"
"629",29,13,3,4,2,25,"active"
"630",29,14,4,3,2,22,"active"
"631",29,15,3,2,4,15,"active"
"632",29,16,4,2,4,18,"active"
"633",29,17,2,4,3,23,"active"
"634",29,18,2,2,2,10,"active"
"635",29,19,2,3,3,17,"active"
"636",29,20,2,3,2,16,"active"
"637",29,21,3,2,3,14,"active"
"638",29,22,3,3,2,19,"active"
"639",30,1,3,4,3,23,"passive"
"640",30,2,4,2,3,23,"passive"
"641",30,3,2,3,3,14,"passive"
"642",30,4,2,4,2,16,"passive"
"643",30,5,2,3,4,15,"passive"
"644",30,6,4,4,2,28,"passive"
"645",30,7,2,4,4,18,"passive"
"646",30,8,3,3,3,20,"passive"
"647",30,9,3,3,4,21,"passive"
"648",30,10,2,4,3,17,"passive"
"649",30,11,2,2,2,10,"passive"
"650",30,12,2,3,2,13,"passive"
"651",30,13,4,3,4,27,"passive"
"652",30,14,3,2,3,17,"passive"
"653",30,15,4,3,2,25,"passive"
"654",30,16,3,2,4,18,"passive"
"655",30,17,3,4,4,24,"passive"
"656",30,18,4,2,2,22,"passive"
"657",30,19,4,2,4,24,"passive"
"658",30,20,2,2,3,11,"passive"
"659",30,21,3,4,2,22,"passive"
"660",30,22,4,4,3,29,"passive"
"661",31,1,2,2,2,10,"active"
"662",31,2,4,4,4,30,"active"
"663",31,3,3,3,3,20,"active"
"664",31,4,2,4,3,22,"active"
"665",31,5,4,2,3,18,"active"
"666",31,6,3,2,4,23,"active"
"667",31,7,2,2,3,16,"active"
"668",31,8,2,3,4,25,"active"
"669",31,9,4,4,3,24,"active"
"670",31,10,3,4,2,17,"active"
"671",31,11,2,4,4,28,"active"
"672",31,12,4,3,2,15,"active"
"673",31,13,4,3,4,27,"active"
"674",31,14,3,3,2,14,"active"
"675",31,15,4,3,3,21,"active"
"676",31,16,2,2,4,22,"active"
"677",31,17,3,2,2,11,"active"
"678",31,18,3,3,4,26,"active"
"679",31,19,3,2,3,17,"active"
"680",31,20,2,3,3,19,"active"
"681",31,21,4,2,4,24,"active"
"682",31,22,3,4,4,29,"active"
"683",32,1,4,2,4,24,"passive"
"684",32,2,3,3,4,21,"passive"
"685",32,3,4,3,4,27,"passive"
"686",32,4,2,2,2,10,"passive"
"687",32,5,3,4,4,24,"passive"
"688",32,6,2,3,4,15,"passive"
"689",32,7,3,2,4,18,"passive"
"690",32,8,3,2,2,16,"passive"
"691",32,9,2,2,4,12,"passive"
"692",32,10,2,2,3,11,"passive"
"693",32,11,2,4,3,17,"passive"
"694",32,12,3,4,2,22,"passive"
"695",32,13,4,3,3,26,"passive"
"696",32,14,4,2,2,22,"passive"
"697",32,15,2,4,4,18,"passive"
"698",32,16,4,4,2,28,"passive"
"699",32,17,4,4,3,29,"passive"
"700",32,18,3,3,2,19,"passive"
"701",32,19,3,3,3,20,"passive"
"702",32,20,2,3,2,13,"passive"
"703",32,21,4,3,2,25,"passive"
"704",32,22,4,2,3,23,"passive"
"705",33,1,3,4,3,26,"active"
"706",33,2,4,2,3,17,"active"
"707",33,3,2,3,3,17,"active"
"708",33,4,3,3,3,20,"active"
"709",33,5,2,3,2,16,"active"
"710",33,6,2,4,2,22,"active"
"711",33,7,4,4,4,30,"active"
"712",33,8,3,4,4,27,"active"
