1,1,4,3,3,23
1,2,4,4,2,28
1,3,2,4,3,23
1,4,3,3,4,21
1,5,4,2,2,16
1,6,4,4,3,29
1,7,4,4,4,30
1,8,3,4,2,25
1,9,2,4,4,24
1,10,4,3,4,24
1,11,3,4,3,26
1,12,4,3,2,22
1,13,2,2,2,10
1,14,3,2,2,13
1,15,3,2,4,15
1,16,2,3,3,17
1,17,2,2,4,12
1,18,3,3,3,20
1,19,4,2,3,17
1,20,2,3,2,16
1,21,2,2,3,11
1,22,2,4,2,22
2,1,4,2,3,18
2,2,4,4,4,30
2,3,2,2,4,22
2,4,4,2,2,12
2,5,4,4,3,24
2,6,4,3,4,27
2,7,3,3,4,26
2,8,3,2,3,17
2,9,3,3,2,14
2,10,2,3,3,19
2,11,3,4,2,17
2,12,3,2,4,23
2,13,2,4,3,22
2,14,3,4,3,23
2,15,3,4,4,29
2,16,2,3,4,25
2,17,2,2,3,16
2,18,2,3,2,13
2,19,4,3,2,15
2,20,4,4,2,18
2,21,3,3,3,20
2,22,4,2,4,24
3,1,4,4,2,28
3,2,4,4,3,29
3,3,2,3,2,16
3,4,3,3,3,20
3,5,4,2,2,16
3,6,3,2,3,14
3,7,3,2,4,15
3,8,2,3,4,18
3,9,4,3,2,22
3,10,2,4,4,24
3,11,2,2,4,12
3,12,2,3,3,17
3,13,4,4,4,30
3,14,3,4,3,26
3,15,3,3,2,19
3,16,3,3,4,21
3,17,4,3,3,23
3,18,4,2,3,17
3,19,2,2,2,10
3,20,3,4,2,25
3,21,4,3,4,24
3,22,2,2,3,11
4,1,3,4,3,26
4,2,2,3,3,19
4,3,3,4,2,23
4,4,4,3,3,21
4,5,3,2,2,11
4,6,4,4,2,24
4,7,3,4,4,29
4,8,2,4,2,22
4,9,4,4,3,27
4,10,4,2,4,18
4,11,4,3,2,18
4,12,4,4,4,30
4,13,4,2,2,12
4,14,3,2,4,17
4,15,4,3,4,24
4,16,2,4,3,25
4,17,3,3,2,17
4,18,2,2,3,13
4,19,2,2,4,16
4,20,2,4,4,28
4,21,2,3,2,16
4,22,2,2,2,10
5,1,4,4,4,30
5,2,4,4,3,24
5,3,2,4,4,24
5,4,3,4,4,27
5,5,4,3,3,23
5,6,4,4,2,18
5,7,2,2,2,10
5,8,3,3,4,26
5,9,4,3,4,29
5,10,3,4,3,21
5,11,4,3,2,17
5,12,4,2,2,16
5,13,2,3,4,23
5,14,3,4,2,15
5,15,3,2,3,19
5,16,4,2,4,28
5,17,2,4,3,18
5,18,2,2,3,16
5,19,4,2,3,22
5,20,3,2,4,25
5,21,2,4,2,12
5,22,2,3,2,11
6,1,2,3,3,19
6,2,4,2,2,12
6,3,2,4,3,25
6,4,3,3,2,17
6,5,2,4,4,28
6,6,2,2,4,16
6,7,3,3,4,23
6,8,3,4,4,29
6,9,4,2,4,18
6,10,2,2,3,13
6,11,4,3,4,24
6,12,3,3,3,20
6,13,4,2,3,15
6,14,4,4,4,30
6,15,2,3,4,22
6,16,4,4,3,27
6,17,4,4,2,24
6,18,2,3,2,16
6,19,2,2,2,10
6,20,2,4,2,22
6,21,3,2,3,14
6,22,3,4,2,23
7,1,2,3,4,25
7,2,2,3,2,13
7,3,4,2,2,12
7,4,2,2,3,16
7,5,2,4,2,16
7,6,3,4,2,17
7,7,3,3,3,20
7,8,4,4,4,30
7,9,3,3,4,26
7,10,2,4,3,22
7,11,4,4,3,24
7,12,3,3,2,14
7,13,4,3,4,27
7,14,3,2,3,17
7,15,2,2,2,10
7,16,4,3,3,21
7,17,3,2,4,23
7,18,2,2,4,22
7,19,3,4,4,29
7,20,4,2,3,18
7,21,3,4,3,23
7,22,4,4,2,18
8,1,2,4,4,28
8,2,4,4,4,30
8,3,2,2,2,10
8,4,3,3,3,20
8,5,2,2,3,16
8,6,2,3,2,13
8,7,3,3,2,14
8,8,4,4,3,24
8,9,4,3,2,15
8,10,3,4,4,29
8,11,2,4,2,16
8,12,3,2,4,23
8,13,4,2,2,12
8,14,2,2,4,22
8,15,3,4,3,23
8,16,3,2,3,17
8,17,4,4,2,18
8,18,2,4,3,22
8,19,4,2,3,18
8,20,3,2,2,11
8,21,2,3,4,25
8,22,4,3,3,21
9,1,3,4,4,27
9,2,4,2,4,28
9,3,2,2,2,10
9,4,4,3,4,29
9,5,4,4,2,18
9,6,2,4,4,24
9,7,4,4,3,24
9,8,4,4,4,30
9,9,4,3,3,23
9,10,2,2,3,16
9,11,3,3,3,20
9,12,3,3,2,14
9,13,2,4,2,12
9,14,4,3,2,17
9,15,3,3,4,26
9,16,2,3,2,11
9,17,2,2,4,22
9,18,2,4,3,18
9,19,3,4,3,21
9,20,2,3,4,23
9,21,2,3,3,17
9,22,4,2,3,22
10,1,4,4,4,30
10,2,4,3,3,21
10,3,2,3,2,13
10,4,2,2,3,16
10,5,4,4,2,18
10,6,3,4,3,23
10,7,2,4,4,28
10,8,3,2,4,23
10,9,2,4,3,22
10,10,4,2,4,24
10,11,2,3,4,25
10,12,2,2,2,10
10,13,4,2,3,18
10,14,4,2,2,12
10,15,2,4,2,16
10,16,3,4,2,17
10,17,4,4,3,24
10,18,3,3,2,14
10,19,3,3,4,26
10,20,4,3,2,15
10,21,2,2,4,22
10,22,3,2,2,11
11,1,2,4,2,12
11,2,4,4,4,30
11,3,3,4,4,24
11,4,4,3,4,29
11,5,4,4,3,27
11,6,4,4,2,24
11,7,4,3,2,23
11,8,3,3,3,20
11,9,3,4,3,21
11,10,3,3,4,23
11,11,2,4,3,15
11,12,4,2,2,22
11,13,4,3,3,26
11,14,3,2,2,16
11,15,3,2,3,19
11,16,2,3,4,17
11,17,2,3,3,14
11,18,3,4,2,18
11,19,3,2,4,22
11,20,3,3,2,17
11,21,2,2,4,16
11,22,4,2,4,28
12,1,4,4,4,30
12,2,4,2,3,23
12,3,2,2,2,10
12,4,2,2,4,12
12,5,3,4,4,24
12,6,4,4,3,29
12,7,2,4,4,18
12,8,4,4,2,28
12,9,3,2,4,18
12,10,4,2,2,22
12,11,2,4,2,16
12,12,4,2,4,24
12,13,4,3,4,27
12,14,4,3,2,25
12,15,3,4,2,22
12,16,4,3,3,26
12,17,3,3,2,19
12,18,2,4,3,17
12,19,3,4,3,23
12,20,3,3,4,21
12,21,2,2,3,11
12,22,3,2,2,16
13,1,4,4,4,30
13,2,4,4,3,29
13,3,4,4,2,28
13,4,4,3,3,23
13,5,3,4,4,27
13,6,3,4,3,26
13,7,4,3,4,24
13,8,3,2,2,13
13,9,2,4,4,24
13,10,4,2,3,17
13,11,3,3,3,20
13,12,2,2,4,12
13,13,3,4,2,25
13,14,4,3,2,22
13,15,3,2,4,15
13,16,4,2,4,18
13,17,2,4,3,23
13,18,2,2,2,10
13,19,2,3,3,17
13,20,2,3,2,16
13,21,3,2,3,14
13,22,3,3,2,19
14,1,2,2,2,10
14,2,4,4,4,30
14,3,3,3,3,20
14,4,2,4,3,22
14,5,4,2,3,18
14,6,3,2,4,23
14,7,2,2,3,16
14,8,2,3,4,25
