"","id","trial","x","y","z","out","cond"
"1404",33,18,2,4,3,18,"active"
"1405",33,19,2,3,2,11,"active"
"1406",33,20,2,2,2,10,"active"
"1407",33,21,3,3,2,14,"active"
"1408",33,22,3,2,2,13,"active"
"1497",34,1,3,3,4,23,"active"
"1498",34,2,4,4,4,30,"active"
"1499",34,3,4,4,3,27,"active"
"1500",34,4,2,4,4,28,"active"
"1501",34,5,4,2,3,15,"active"
"1502",34,6,2,4,2,22,"active"
"1503",34,7,2,3,4,22,"active"
"1504",34,8,3,4,4,29,"active"
"1505",34,9,2,3,3,19,"active"
"1506",34,10,4,3,4,24,"active"
"1507",34,11,2,2,4,16,"active"
"1508",34,12,4,2,4,18,"active"
"1509",34,13,3,4,3,26,"active"
"1510",34,14,4,4,2,24,"active"
"1511",34,15,4,2,2,12,"active"
"1512",34,16,2,2,2,10,"active"
"1513",34,17,3,3,3,20,"active"
"1514",34,18,4,3,3,21,"active"
"1515",34,19,3,2,3,14,"active"
"1516",34,20,4,3,2,18,"active"
"1517",34,21,3,2,4,17,"active"
"1518",34,22,3,3,2,17,"active"
"1585",35,1,3,4,2,18,"active"
"1586",35,2,4,4,4,30,"active"
"1587",35,3,4,4,2,24,"active"
"1588",35,4,3,3,3,20,"active"
"1589",35,5,4,4,3,27,"active"
"1590",35,6,3,4,4,24,"active"
"1591",35,7,2,4,3,15,"active"
"1592",35,8,3,4,3,21,"active"
"1593",35,9,4,3,4,29,"active"
"1594",35,10,4,3,2,23,"active"
"1595",35,11,4,2,4,28,"active"
"1596",35,12,4,2,3,25,"active"
"1597",35,13,2,3,4,17,"active"
"1598",35,14,4,3,3,26,"active"
"1599",35,15,3,2,3,19,"active"
"1600",35,16,3,3,2,17,"active"
"1601",35,17,4,2,2,22,"active"
"1602",35,18,2,3,3,14,"active"
"1603",35,19,2,4,4,18,"active"
"1604",35,20,3,3,4,23,"active"
"1605",35,21,2,3,2,11,"active"
"1606",35,22,2,2,3,13,"active"
"1629",36,1,2,4,2,12,"active"
"1630",36,2,2,2,3,16,"active"
"1631",36,3,4,4,4,30,"active"
"1632",36,4,3,3,4,26,"active"
"1633",36,5,2,2,2,10,"active"
"1634",36,6,4,2,2,16,"active"
"1635",36,7,4,2,4,28,"active"
"1636",36,8,4,4,2,18,"active"
"1637",36,9,3,4,2,15,"active"
"1638",36,10,3,3,3,20,"active"
"1639",36,11,2,4,3,18,"active"
"1640",36,12,2,3,2,11,"active"
"1641",36,13,4,2,3,22,"active"
"1642",36,14,3,2,3,19,"active"
"1643",36,15,3,2,2,13,"active"
"1644",36,16,3,3,2,14,"active"
"1645",36,17,3,4,4,27,"active"
"1646",36,18,4,3,2,17,"active"
"1647",36,19,3,4,3,21,"active"
"1648",36,20,2,4,4,24,"active"
"1649",36,21,4,3,4,29,"active"
"1650",36,22,4,4,3,24,"active"
"1695",37,1,2,2,2,10,"active"
"1696",37,2,4,4,4,30,"active"
"1697",37,3,3,3,3,20,"active"
"1698",37,4,2,2,4,12,"active"
"1699",37,5,2,4,4,24,"active"
"1700",37,6,2,4,2,22,"active"
"1701",37,7,2,3,4,18,"active"
"1702",37,8,4,3,4,24,"active"
"1703",37,9,2,2,3,11,"active"
"1704",37,10,3,3,2,19,"active"
"1705",37,11,4,4,2,28,"active"
"1706",37,12,3,2,4,15,"active"
"1707",37,13,4,2,3,17,"active"
"1708",37,14,2,3,2,16,"active"
"1709",37,15,4,2,4,18,"active"
"1710",37,16,4,2,2,16,"active"
"1711",37,17,4,4,3,29,"active"
"1712",37,18,3,4,4,27,"active"
"1713",37,19,4,3,2,22,"active"
"1714",37,20,3,3,4,21,"active"
"1715",37,21,3,2,2,13,"active"
"1716",37,22,3,2,3,14,"active"
"1739",38,1,4,4,4,30,"active"
"1740",38,2,4,4,2,24,"active"
"1741",38,3,3,4,3,26,"active"
"1742",38,4,3,3,3,20,"active"
"1743",38,5,4,2,4,18,"active"
"1744",38,6,3,4,4,29,"active"
"1745",38,7,2,4,4,28,"active"
"1746",38,8,2,4,2,22,"active"
"1747",38,9,2,3,3,19,"active"
"1748",38,10,2,2,2,10,"active"
"1749",38,11,4,4,3,27,"active"
"1750",38,12,2,3,4,22,"active"
"1751",38,13,4,3,2,18,"active"
"1752",38,14,4,3,3,21,"active"
"1753",38,15,3,2,2,11,"active"
"1754",38,16,3,4,2,23,"active"
"1755",38,17,2,2,4,16,"active"
"1756",38,18,2,2,3,13,"active"
"1757",38,19,4,3,4,24,"active"
"1758",38,20,3,2,4,17,"active"
"1759",38,21,2,4,3,25,"active"
"1760",38,22,3,3,4,23,"active"
"1783",39,1,4,2,4,28,"active"
"1784",39,2,2,4,4,24,"active"
"1785",39,3,4,4,3,24,"active"
"1786",39,4,3,2,4,25,"active"
"1787",39,5,2,2,4,22,"active"
"1788",39,6,4,3,4,29,"active"
"1789",39,7,4,3,3,23,"active"
"1790",39,8,4,4,4,30,"active"
"1791",39,9,3,3,4,26,"active"
"1792",39,10,3,4,2,15,"active"
"1793",39,11,3,4,4,27,"active"
"1794",39,12,2,3,4,23,"active"
"1795",39,13,4,4,2,18,"active"
"1796",39,14,4,2,3,22,"active"
"1797",39,15,2,3,3,17,"active"
"1798",39,16,3,4,3,21,"active"
"1799",39,17,2,4,3,18,"active"
"1800",39,18,3,2,3,19,"active"
"1801",39,19,4,2,2,16,"active"
"1802",39,20,2,2,3,16,"active"
"1803",39,21,3,3,3,20,"active"
"1804",39,22,2,2,2,10,"active"
"1805",40,1,3,3,3,20,"active"
"1806",40,2,2,3,3,19,"active"
"1807",40,3,4,4,4,30,"active"
"1808",40,4,4,3,2,15,"active"
"1809",40,5,3,4,4,29,"active"
"1810",40,6,2,4,3,22,"active"
"1811",40,7,4,3,4,27,"active"
"1812",40,8,2,3,4,25,"active"
"1813",40,9,4,4,3,24,"active"
"1814",40,10,2,2,4,22,"active"
"1815",40,11,2,4,4,28,"active"
"1816",40,12,4,3,3,21,"active"
"1817",40,13,4,2,2,12,"active"
"1818",40,14,3,4,3,23,"active"
"1819",40,15,3,2,4,23,"active"
"1820",40,16,4,4,2,18,"active"
"1821",40,17,4,2,4,24,"active"
"1822",40,18,3,4,2,17,"active"
"1823",40,19,4,2,3,18,"active"
"1824",40,20,2,2,3,16,"active"
"1825",40,21,3,3,4,26,"active"
"1826",40,22,2,4,2,16,"active"
"1827",41,1,4,4,3,24,"active"
"1828",41,2,2,2,2,10,"active"
"1829",41,3,4,2,2,12,"active"
"1830",41,4,2,3,3,19,"active"
"1831",41,5,4,2,4,24,"active"
"1832",41,6,4,4,4,30,"active"
"1833",41,7,3,2,3,17,"active"
"1834",41,8,2,4,2,16,"active"
"1835",41,9,4,3,2,15,"active"
"1836",41,10,3,4,4,29,"active"
"1837",41,11,2,3,4,25,"active"
"1838",41,12,2,4,3,22,"active"
"1839",41,13,2,2,4,22,"active"
"1840",41,14,4,4,2,18,"active"
"1841",41,15,3,3,2,14,"active"
"1842",41,16,3,4,3,23,"active"
"1843",41,17,3,2,4,23,"active"
"1844",41,18,3,2,2,11,"active"
"1845",41,19,3,3,4,26,"active"
"1846",41,20,2,4,4,28,"active"
"1847",41,21,4,3,3,21,"active"
"1848",41,22,3,4,2,17,"active"
"1849",42,1,4,4,4,30,"active"
"1850",42,2,3,3,3,20,"active"
"1851",42,3,2,2,3,11,"active"
"1852",42,4,3,3,2,19,"active"
"1853",42,5,4,4,2,28,"active"
"1854",42,6,2,2,4,12,"active"
"1855",42,7,4,2,3,23,"active"
"1856",42,8,2,3,4,15,"active"
"1857",42,9,2,4,3,17,"active"
"1858",42,10,3,2,4,18,"active"
"1859",42,11,3,2,3,17,"active"
"1860",42,12,2,2,2,10,"active"
"1861",42,13,2,4,2,16,"active"
"1862",42,14,2,3,3,14,"active"
"1863",42,15,3,4,4,24,"active"
"1864",42,16,4,3,2,25,"active"
"1865",42,17,2,3,2,13,"active"
"1866",42,18,3,4,2,22,"active"
"1867",42,19,2,4,4,18,"active"
"1868",42,20,3,4,3,23,"active"
"1869",42,21,4,3,3,26,"active"
"1870",42,22,3,3,4,21,"active"
"1915",43,1,3,3,4,26,"active"
"1916",43,2,4,4,4,30,"active"
"1917",43,3,3,3,3,20,"active"
"1918",43,4,4,4,3,24,"active"
"1919",43,5,2,2,4,22,"active"
"1920",43,6,3,4,3,21,"active"
"1921",43,7,4,3,2,17,"active"
"1922",43,8,4,4,2,18,"active"
"1923",43,9,2,4,3,18,"active"
"1924",43,10,4,3,4,29,"active"
"1925",43,11,3,4,2,15,"active"
"1926",43,12,4,2,4,28,"active"
"1927",43,13,4,2,2,16,"active"
"1928",43,14,3,4,4,27,"active"
"1929",43,15,4,3,3,23,"active"
"1930",43,16,4,2,3,22,"active"
"1931",43,17,3,2,2,13,"active"
"1932",43,18,2,4,2,12,"active"
"1933",43,19,2,3,4,23,"active"
"1934",43,20,3,3,2,14,"active"
"1935",43,21,2,2,2,10,"active"
"1936",43,22,3,2,4,25,"active"
"1937",44,1,4,2,3,15,"active"
"1938",44,2,4,4,4,30,"active"
"1939",44,3,4,4,3,27,"active"
"1940",44,4,3,4,4,29,"active"
"1941",44,5,4,3,4,24,"active"
"1942",44,6,3,3,2,17,"active"
"1943",44,7,3,3,3,20,"active"
"1944",44,8,4,3,3,21,"active"
"1945",44,9,3,3,4,23,"active"
"1946",44,10,2,2,2,10,"active"
"1947",44,11,3,4,2,23,"active"
"1948",44,12,4,3,2,18,"active"
"1949",44,13,3,2,4,17,"active"
"1950",44,14,2,4,3,25,"active"
"1951",44,15,4,4,2,24,"active"
"1952",44,16,4,2,4,18,"active"
"1953",44,17,4,2,2,12,"active"
"1954",44,18,2,3,4,22,"active"
"1955",44,19,2,4,2,22,"active"
"1956",44,20,2,3,2,16,"active"
"1957",44,21,3,4,3,26,"active"
"1958",44,22,2,2,4,16,"active"
"1981",45,1,4,2,2,12,"active"
"1982",45,2,3,2,4,17,"active"
"1983",45,3,2,3,2,16,"active"
"1984",45,4,4,4,4,30,"active"
"1985",45,5,3,4,2,23,"active"
"1986",45,6,4,2,3,15,"active"
"1987",45,7,3,3,3,20,"active"
"1988",45,8,3,4,3,26,"active"
"1989",45,9,2,4,3,25,"active"
"1990",45,10,4,2,4,18,"active"
"1991",45,11,3,3,2,17,"active"
"1992",45,12,2,2,4,16,"active"
"1993",45,13,4,4,2,24,"active"
"1994",45,14,4,3,4,24,"active"
"1995",45,15,4,4,3,27,"active"
"1996",45,16,2,2,3,13,"active"
"1997",45,17,3,4,4,29,"active"
"1998",45,18,3,2,3,14,"active"
"1999",45,19,2,2,2,10,"active"
"2000",45,20,2,3,4,22,"active"
"2001",45,21,2,4,4,28,"active"
"2002",45,22,4,3,3,21,"active"
